event_name,weight_val
labeled,0.04891651113209468
subscribed,0.0647741307757767
mentioned,0.06624566084525761
assigned,0.06854918318428625
unlabeled,0.07242256414258091
closed,0.07606195512545204
review_requested,0.08236839564745735
moved_columns_in_project,0.0824334732287928
unassigned,0.08525048044133811
merged,0.08871449369648561
referenced,0.08687216729451341
added_to_project,0.08867649078947892
merged,0.08871449369648561
